"childid","l5cathol","l5public","r5race","w3povrty","w3daded","w3momed","w3inccat","p5fstamp","w3momscr","w3dadscr","p5numpla","p5hmage","p5hdage","c5r2mtsc","w3income","c5r2mtsc_std"
"0447021C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.605,NA,-1.33372142101009
"0447022C",-1,1,1,2,4,5,10,2,38.18,38.18,1,41,43,52.302,NA,0.163613291529374
"0447024C",-1,1,1,2,-1,5,10,2,35.78,NA,1,30,NA,60.2,NA,0.968263870534389
"0449001C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.809,NA,-0.701656063685819
"0449004C",-1,1,5,1,4,4,6,1,NA,33.42,1,39,36,45.046,NA,-0.57563013734634
"0449007C",-1,1,5,1,4,4,1,2,NA,33.42,1,40,44,42.319,NA,-0.853457704951641
"0449010C",-1,1,2,1,-1,6,3,1,34.95,NA,1,36,NA,51.165,NA,0.047775394805051
"0449012C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.133,NA,-1.07616803233895
"0449014C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.931,NA,-0.791106963706888
"0449018C",-1,1,2,2,-1,5,13,2,38.18,NA,1,50,NA,35.929,NA,-1.5044727973601
"0450001C",-1,1,6,1,5,3,4,2,33.42,38.18,1,30,44,55.304,NA,0.469457940576355
"0450002C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.516,NA,-1.44466906351914
"0450003C",-1,1,5,1,4,4,3,1,NA,NA,1,41,43,54.584,NA,0.396104127347232
"0450004C",-1,1,5,2,3,3,8,2,33.42,33.42,1,32,30,56.789,NA,0.62075018036142
"0450005C",-1,1,5,1,3,3,3,1,NA,35.92,1,30,32,30.368,NA,-2.07102912425893
"0450006C",NA,NA,5,1,-1,3,5,2,33.42,NA,2,45,NA,60.719,NA,1.02113974423705
"0450007C",-1,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.772,NA,-0.19602415388563
"0450009C",-1,1,2,1,-1,1,4,1,NA,NA,1,33,NA,51.292,NA,0.0607141924162993
"0450011C",-9,-9,2,2,-1,2,6,1,NA,NA,1,44,NA,34.886,NA,-1.61073394624618
"0450012C",-9,-9,1,1,-1,2,3,1,35.78,NA,1,25,NA,46.913,NA,-0.385419624431379
"0450014C",-1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.588,NA,-0.826051905286872
"0450015C",-1,1,7,2,-1,3,5,1,35.78,NA,1,28,NA,33.743,NA,-1.72718312474741
"0450016C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.748,NA,-1.01351165020574
"0450017C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.354,NA,-0.136729821525423
"0450021C",-1,1,1,2,6,4,9,2,NA,64.89,1,39,44,61.852,NA,1.13657011977676
"0450023C",NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.716,NA,0.307672030287679
"0450024C",NA,NA,2,1,-1,4,3,-8,NA,NA,NA,29,NA,37.104,NA,-1.38476344938202
"0451002C",-1,1,1,2,3,5,9,2,34.95,53.5,1,42,44,48.513,NA,-0.222411150588884
"0451003C",-1,1,1,2,3,5,10,2,52.54,34.95,1,42,42,57.905,NA,0.73444859086656
"0451004C",-1,1,4,2,1,3,5,2,34.95,34.95,1,34,40,39.893,NA,-1.10061930341532
"0451005C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.347,NA,-1.46188683356875
"0451006C",-1,1,1,2,5,5,10,2,38.18,35.78,1,42,43,55.514,NA,0.490852802768182
"0451007C",-1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.954,NA,-1.19628490150164
"0451008C",-1,1,1,2,-1,4,7,2,61.56,NA,1,44,NA,65.605,NA,1.51892687123357
"0451009C",-1,1,1,1,3,3,3,2,33.42,29.6,1,35,43,48.968,NA,-0.176055615839924
"0451010C",-1,1,1,2,5,6,10,2,63.43,39.18,1,42,45,52.166,NA,0.149757571252762
"0451011C",-1,1,1,2,-1,3,8,2,29.6,NA,2,42,NA,40.629,NA,-1.02563540544778
"0451014C",-1,1,1,1,5,3,4,2,35.78,35.63,1,43,44,54.893,NA,0.427585138858064
"0451015C",-1,1,1,2,5,3,10,2,33.42,33.42,1,42,46,56.305,NA,0.571440117024065
"0451019C",-1,1,1,2,5,5,10,2,38.18,53.5,1,36,38,55.302,NA,0.469254179984051
"0451020C",-1,1,1,2,5,5,9,2,34.95,35.92,1,35,32,56.23,NA,0.563799094812698
"0451021C",-1,1,1,2,3,3,6,2,34.95,35.92,1,36,36,24.789,NA,-2.63941929648847
"0451022C",-1,1,1,2,3,3,7,2,34.95,39.2,1,34,33,35.596,NA,-1.53839893597857
"0451023C",-1,1,1,2,5,6,10,2,38.18,39.2,1,40,49,63.897,NA,1.3449153254067
"0451024C",-1,1,3,2,5,4,10,2,57.83,39.2,1,35,33,32.773,NA,-1.82600701201443
"0451025C",-1,1,1,2,3,3,6,2,34.95,35.92,1,36,36,51.048,NA,0.0358554001553188
"0452001C",1,2,1,2,5,5,8,2,34.95,39.18,1,38,43,62.161,NA,1.1680511312876
"0452002C",1,2,1,2,5,3,10,2,38.18,39.2,1,48,49,53.459,NA,0.281488794176728
"0452004C",1,2,1,2,7,8,11,2,53.5,63.43,1,39,38,44.708,NA,-0.610065677445567
"0452005C",1,2,1,2,7,4,6,2,38.18,39.2,1,46,49,38.714,NA,-1.22073617257801
"0452006C",1,2,1,2,5,5,10,2,34.95,39.18,1,41,39,52.062,NA,0.139162020452999
"0452008C",1,2,1,2,-1,6,8,2,38.18,NA,1,40,NA,60.29,NA,0.977433097188029
"0452009C",1,2,1,2,-1,3,9,2,53.5,NA,1,38,NA,55.881,NA,0.528242871455804
"0452010C",1,2,3,2,5,4,10,2,34.95,39.18,1,42,42,40.321,NA,-1.05701453666246
"0452011C",1,2,1,2,-1,5,6,2,61.56,NA,2,33,NA,53.222,NA,0.257343163988808
"0452012C",1,2,1,2,6,5,12,2,NA,NA,1,NA,NA,43.064,NA,-0.77755688431873
"0452014C",1,2,1,2,9,6,12,2,NA,53.5,1,43,41,59.753,NA,0.922723378154641
"0452015C",1,2,1,2,4,5,10,2,37.67,53.5,1,38,47,57.396,NA,0.682591520125416
"0452016C",1,2,1,1,4,-1,4,2,NA,34.95,1,NA,33,58.654,NA,0.810756932684078
"0452017C",1,2,1,2,3,4,9,2,38.18,35.92,1,42,43,42.862,NA,-0.798136704141345
"0452018C",1,2,1,2,6,7,9,2,63.43,38.18,2,45,54,66.15,NA,1.57445163263617
"0452019C",1,2,1,2,5,5,7,2,NA,35.63,1,38,39,59.232,NA,0.869643743859679
"0452020C",1,2,1,2,-1,5,12,2,53.5,NA,1,45,NA,58.55,NA,0.800161381884315
"0452021C",1,2,1,2,5,6,7,2,53.5,35.92,1,34,34,51.905,NA,0.123166813957205
"0452022C",1,2,1,2,7,7,10,2,38.18,53.5,1,43,44,63.886,NA,1.34379464214904
"0452023C",1,2,1,2,3,5,9,2,38.18,35.92,1,36,39,40.233,NA,-1.06598000272379
"0452024C",1,2,1,2,5,5,10,2,38.18,35.63,1,39,40,40.166,NA,-1.07280598256595
"0452025C",1,2,1,2,5,5,8,2,34.95,39.18,1,38,43,55.402,NA,0.479442209599207
"0453001C",-1,1,5,2,5,3,10,2,33.42,33.42,1,33,35,55.569,NA,0.496456219056518
"0453002C",-1,1,1,2,5,3,7,2,35.78,48.69,1,32,36,50.785,NA,0.00906088226745823
"0453004C",-1,1,1,2,5,6,11,2,61.56,39.2,1,39,42,58.806,NA,0.826242737699115
"0453006C",-1,1,1,2,4,5,11,2,61.56,39.2,1,39,41,66.033,NA,1.56253163798643
"0453007C",-1,1,1,2,5,6,10,2,38.18,35.78,1,31,32,49.31,NA,-0.141212554556091
"0453010C",-1,1,1,2,6,6,9,2,63.43,35.78,1,41,43,68.584,NA,1.82242827346906
"0453011C",-1,1,3,2,3,2,6,2,34.95,35.63,1,39,47,52.398,NA,0.173393799959924
"0453012C",-1,1,1,2,3,3,11,2,38.18,39.2,1,47,49,60.73,NA,1.02226042749471
"0453013C",-1,1,1,2,3,5,10,2,38.18,35.63,1,40,42,48.073,NA,-0.26723848089557
"0453014C",-1,1,1,2,3,3,5,2,34.95,35.78,1,22,37,47.22,NA,-0.35414237351285
"0453015C",-1,1,1,2,6,6,9,2,34.95,34.95,1,43,43,51.861,NA,0.118684080926536
"0453017C",-1,1,1,2,4,5,11,2,48.69,39.2,2,39,37,48.223,NA,-0.251956436472836
"0453020C",-1,1,1,2,3,8,10,2,63.43,39.2,1,42,47,54.35,NA,0.372264138047767
"0453021C",-1,1,1,2,3,5,10,2,61.56,39.2,1,42,44,43.844,NA,-0.698090253320514
"0453022C",-1,1,1,1,-1,5,4,1,29.6,NA,1,34,NA,57.934,NA,0.737403119454955
"0454001C",-1,1,6,2,-1,5,4,2,38.18,NA,1,41,NA,57.187,NA,0.66129853822974
"0454002C",-1,1,1,2,5,5,12,2,61.56,38.18,1,42,46,56.459,NA,0.587129682631406
"0454003C",-1,1,1,2,5,4,10,2,34.95,33.42,1,35,35,61.921,NA,1.14359986021122
"0454005C",NA,NA,1,1,6,6,1,2,34.95,53.5,2,44,43,59.791,NA,0.9265948294084
"0454006C",-1,1,1,2,3,3,10,2,38.18,33.42,1,30,33,43.732,NA,-0.709500846489488
"0454007C",-1,1,1,2,6,5,10,2,52.54,72.1,1,52,54,49.782,NA,-0.0931250547725549
"0454008C",-1,1,1,2,-1,6,10,2,NA,NA,1,45,NA,45.747,NA,-0.504212049744097
"0454009C",-1,1,1,1,-1,3,3,1,34.95,NA,2,29,NA,36.664,NA,-1.42959077968871
"0454010C",-1,1,1,2,6,6,11,2,34.95,34.95,1,35,35,50.708,NA,0.00121609946378836
"0454011C",-1,1,1,2,2,7,9,2,38.18,34.95,2,31,37,51.897,NA,0.122351771587992
"0454012C",-1,1,1,2,5,-1,8,2,NA,35.78,2,NA,38,47.935,NA,-0.281297961764485
"0454014C",-1,1,4,1,3,3,4,2,33.42,39.2,1,35,37,40.602,NA,-1.02838617344387
"0454015C",-1,1,1,2,5,5,10,2,34.95,53.5,1,27,28,33.929,NA,-1.70823338966322
"0454016C",-1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24.439,NA,-2.67507740014152
"0454017C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.955,NA,-0.381140651993013
"0454018C",-1,1,3,2,5,3,6,2,34.95,29.6,1,32,34,45.386,NA,-0.540990836654809
"0454019C",-1,1,1,2,9,6,13,2,NA,77.5,1,42,44,55.331,NA,0.472208708572447
"0454020C",-1,1,1,2,6,5,10,2,NA,52.54,1,43,44,51.231,NA,0.0544994943510541
"0454021C",-1,1,1,2,6,6,8,2,63.43,59,1,35,41,48.294,NA,-0.244722935446076
"0454022C",-1,1,1,2,5,3,10,2,33.42,39.18,1,47,48,34.225,NA,-1.67807682200236
"0454023C",-1,1,1,2,3,3,8,2,29.6,33.42,2,29,39,44.09,NA,-0.67302770046723
"0454024C",-1,1,1,2,3,5,10,2,38.18,39.18,1,35,36,50.691,NA,-0.000515865570787728
"0454025C",-1,1,1,2,5,5,10,2,34.95,53.5,1,27,28,35.212,NA,-1.57752096970077
"0455001C",-1,1,1,2,5,6,12,2,53.5,39.2,1,38,44,48.916,NA,-0.181353391239806
"0455002C",-1,1,5,2,8,8,11,2,35.78,64.89,1,40,43,77.567,NA,2.73761897379852
"0455003C",-1,1,5,2,9,8,13,2,NA,53.5,1,39,43,60.732,NA,1.02246418808702
"0455004C",-1,1,1,2,4,8,10,2,38.18,38.18,1,38,40,55.041,NA,0.442663422688494
"0455006C",-1,1,1,2,3,3,6,2,38.18,39.18,1,38,38,63.091,NA,1.26279980670855
"0455007C",-1,1,1,2,5,5,11,2,53.5,33.42,1,42,42,49.3,NA,-0.142231357517607
"0455008C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.152,NA,-0.462950529802715
"0455009C",-1,1,1,2,8,5,10,2,38.18,38.18,1,47,53,55.94,NA,0.534253808928746
"0455010C",-1,1,1,2,3,5,10,2,34.95,35.92,1,30,32,46.855,NA,-0.391328681608169
"0455013C",-1,1,1,2,6,5,9,2,34.95,53.5,1,40,45,61.045,NA,1.05435272078246
"0455015C",-1,1,1,2,3,6,12,2,53.5,39.2,1,38,39,54.279,NA,0.365030637021007
"0455016C",-1,1,1,2,9,6,12,2,NA,77.5,1,41,45,60.052,NA,0.953185586703958
"0455017C",-1,1,1,2,6,5,10,2,38.18,53.5,2,40,41,44.32,NA,-0.649595232352372
"0455019C",-1,1,1,2,8,-1,11,2,NA,53.5,2,NA,38,47.33,NA,-0.342935540936179
"0455022C",-1,1,1,2,6,6,11,2,52.54,53.5,1,36,38,70.46,NA,2.01355570904939
"0455023C",-1,1,1,2,6,5,10,2,NA,53.5,1,31,32,43.598,NA,-0.723152806173797
"0455024C",-1,1,1,2,6,6,10,2,38.18,33.42,1,38,35,57.158,NA,0.658344009641345
"0456001C",-1,1,5,2,3,5,10,2,34.95,39.18,2,47,47,43.675,NA,-0.715308023370128
"0456002C",-1,1,5,2,6,5,9,2,38.18,34.95,1,40,43,36.111,NA,-1.48593058346052
"0456003C",-1,1,1,1,5,5,2,1,34.95,NA,1,39,44,60.682,NA,1.01737017327944
"0456004C",-1,1,1,2,3,3,10,2,34.95,35.92,1,38,39,55.402,NA,0.479442209599207
"0456005C",-1,1,3,1,-1,3,1,1,38.18,NA,1,27,NA,45.695,NA,-0.509509825143978
"0456008C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.871,NA,-0.287818300718185
"0456009C",-1,1,4,2,3,3,10,2,34.95,35.92,1,42,37,38.431,NA,-1.2495682963889
"0456010C",-1,1,1,2,3,6,10,2,38.18,33.42,1,36,37,73.266,NA,2.29943182005066
"0456012C",-1,1,7,2,3,3,6,2,35.92,NA,1,32,39,37.888,NA,-1.3048892971992
"0456013C",1,2,1,2,3,8,9,2,63.43,37.67,1,38,45,39.735,NA,-1.11671639020727
"0456014C",-1,1,1,2,-1,3,4,2,35.92,NA,1,41,NA,34.972,NA,-1.60197224077715
"0456015C",NA,NA,1,2,2,2,8,2,34.95,NA,2,35,41,52.857,NA,0.220156855893489
"0456016C",-1,1,4,2,3,5,10,2,35.78,38.18,1,40,43,42.326,NA,-0.852744542878581
"0456018C",-1,1,1,2,3,-1,6,2,NA,53.5,1,NA,40,45.469,NA,-0.53253477207423
"0456019C",-1,1,1,1,5,5,3,1,34.95,35.92,1,40,41,45.611,NA,-0.518067770020709
"0456021C",-1,1,1,2,4,3,8,2,33.42,39.18,1,29,27,52.946,NA,0.229224202250978
"0456022C",-1,1,1,2,3,6,9,2,38.18,35.92,1,33,30,45.013,NA,-0.578992187119341
"0456023C",-1,1,1,2,3,6,10,2,38.18,38.18,1,34,36,57.84,NA,0.727826371616709
"0456024C",-1,1,8,2,5,5,8,2,NA,33.42,NA,47,52,47.848,NA,-0.290161547529671
"0456040C",-1,1,1,2,3,3,10,2,33.42,33.42,1,44,42,33.276,NA,-1.77476122305019
"0458002C",-1,1,1,2,3,5,8,2,34.95,39.18,1,32,34,50.729,NA,0.00335558568297119
"0458003C",-1,1,1,1,2,3,5,2,NA,39.2,1,28,28,56.144,NA,0.555037389343664
"0458005C",-1,1,1,1,3,3,5,2,34.95,33.42,1,40,38,62.803,NA,1.2334582814169
"0458007C",-1,1,1,2,3,6,6,2,38.18,35.92,1,32,43,50.407,NA,-0.0294498696778312
"0458009C",-1,1,3,2,3,3,9,2,38.18,29.6,1,30,33,52.669,NA,0.201003360216996
"0458012C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.287,NA,0.467725975541778
"0458013C",-1,1,1,2,5,5,9,2,38.18,29.6,1,31,31,40.874,NA,-1.00067473289064
"0458015C",-1,1,1,2,6,3,9,2,34.95,53.5,1,33,38,65.401,NA,1.49814329081865
"0458018C",-1,1,1,2,8,8,9,2,61.56,72.1,2,41,46,56.238,NA,0.564614137181911
"0460001C",-1,1,8,2,9,6,9,2,53.5,59,1,50,52,52.512,NA,0.185008153721201
"0460002C",-1,1,5,2,9,8,11,2,NA,77.5,1,40,41,50.524,NA,-0.0175298750280983
"0460003C",-1,1,8,2,9,7,12,2,38.18,77.5,1,40,42,74.617,NA,2.43707210015142
"0460004C",-1,1,1,2,3,3,6,2,35.78,35.78,1,30,32,51.075,NA,0.038606168151411
"0460005C",-1,1,1,2,9,8,9,2,34.95,72.1,1,40,60,55.598,NA,0.499410747644913
"0460006C",-1,1,1,2,3,3,5,2,NA,39.18,1,32,33,62.436,NA,1.19606821272927
"0460007C",-1,1,1,2,7,6,11,2,53.5,53.5,1,46,48,56.632,NA,0.604754973865625
"0460008C",-1,1,1,2,3,3,10,2,35.63,37.67,1,38,38,46.066,NA,-0.471712235271749
"0460009C",-1,1,1,2,5,5,10,2,48.69,33.42,1,43,41,30.067,NA,-2.10169509340054
"0460010C",-1,1,1,2,3,3,10,2,33.42,33.42,1,43,46,63.233,NA,1.27726680876207
"0460011C",-1,1,1,2,8,9,10,2,72.1,52.54,1,44,44,66.122,NA,1.57159898434392
"0460012C",-1,1,1,2,5,5,10,2,38.18,35.92,1,35,37,52.907,NA,0.225250870701067
"0460013C",-1,1,1,2,3,5,9,2,34.95,53.5,1,41,42,61.189,NA,1.06902348342828
"0460014C",-1,1,7,1,2,5,5,2,34.95,53.5,1,41,30,44.75,NA,-0.605786705007201
"0460015C",-1,1,1,2,5,3,10,2,33.42,35.78,1,40,38,54.19,NA,0.355963290663517
"0460017C",-1,1,1,2,3,6,9,2,59,48.69,2,27,24,55.852,NA,0.525288342867409
"0460018C",-1,1,1,2,5,3,8,2,38.18,48.69,1,35,35,56.065,NA,0.546988845947691
"0460019C",-1,1,1,2,9,8,10,2,33.42,77.5,1,48,53,47.32,NA,-0.343954343897694
"0460020C",-1,1,1,2,5,5,9,2,29.6,34.95,1,33,34,48.864,NA,-0.186651166639687
"0460021C",-1,1,1,2,-1,3,5,2,38.18,NA,1,43,NA,51.964,NA,0.129177751430147
"0460022C",-1,1,1,2,6,7,9,2,53.5,35.78,1,35,38,56.409,NA,0.582035667823827
"0460023C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.627,NA,-1.84088153525255
"0460024C",-1,1,1,2,6,6,10,2,34.95,35.78,1,47,48,62.253,NA,1.17742411853354
"0460025C",-1,1,1,2,3,3,10,2,35.63,37.67,1,38,38,41.389,NA,-0.948206380372591
"0460026C",-1,1,1,2,5,5,10,2,48.69,33.42,1,43,41,38.207,NA,-1.27238948272685
"0461001C",-1,1,1,1,3,3,3,2,35.78,35.92,1,32,35,31.857,NA,-1.91932936328925
"0461002C",-1,1,1,2,5,5,10,2,NA,53.5,1,33,35,55.506,NA,0.49003776039897
"0461003C",-1,1,1,2,4,3,5,2,35.63,53.5,1,47,40,57.899,NA,0.733837309089651
"0461005C",-1,1,1,2,3,3,10,2,NA,33.42,1,34,35,52.942,NA,0.228816681066372
"0461006C",-1,1,1,2,-1,5,5,2,35.78,NA,1,37,NA,62.766,NA,1.22968871045929
"0461007C",-1,1,1,2,2,3,10,2,38.18,53.5,1,34,36,42.899,NA,-0.794367133183737
"0461008C",-1,1,1,1,3,5,7,1,34.95,39.2,1,36,35,54.067,NA,0.343432014236876
"0461009C",-1,1,1,2,5,6,9,2,38.18,53.5,1,38,37,51.609,NA,0.0930102462963435
"0461011C",-1,1,1,2,5,5,10,2,35.92,64.89,1,31,31,54.444,NA,0.381840885886014
"0461012C",-1,1,1,2,4,4,9,2,38.18,39.2,1,43,46,52.12,NA,0.14507107762979
"0461013C",-1,1,1,1,3,7,6,2,61.56,35.63,1,38,44,64.182,NA,1.3739512098099
"0461014C",-1,1,1,2,5,6,7,2,34.95,37.67,1,36,35,69.195,NA,1.88467713441766
"0461015C",-1,1,1,2,4,3,9,2,33.42,37.67,1,42,38,49.938,NA,-0.0772317285729118
"0461017C",-1,1,1,2,4,4,10,2,33.42,34.95,1,35,40,53.743,NA,0.310422798283771
"0461019C",-1,1,1,2,3,6,10,2,38.18,35.78,1,43,44,63.235,NA,1.27747056935437
"0462001C",-1,1,5,2,3,4,9,2,53.5,35.92,1,45,50,69.533,NA,1.91911267451689
"0462002C",-1,1,1,2,4,5,8,2,29.6,39.2,1,43,45,43.723,NA,-0.710417769154853
"0462005C",-1,1,1,2,3,6,8,2,53.5,53.5,2,38,38,63.148,NA,1.26860698358919
"0462006C",-1,1,1,1,3,4,4,2,29.6,53.5,2,38,42,48.876,NA,-0.185428603085868
"0462007C",-1,1,1,2,5,4,10,2,34.95,53.5,1,41,44,61.132,NA,1.06321630654764
"0462008C",-1,1,1,2,6,5,10,2,38.18,34.95,1,32,34,57.206,NA,0.66323426385662
"0462009C",-1,1,1,2,3,4,10,2,NA,37.67,1,41,38,67.581,NA,1.72024233642905
"0462011C",-1,1,1,2,3,6,8,2,34.95,33.42,1,36,38,54.34,NA,0.371245335086252
"0462013C",-1,1,1,1,3,3,4,2,33.42,53.5,1,37,42,30.578,NA,-2.0496342620671
"0462015C",-1,1,1,2,5,5,11,2,57.83,53.5,1,47,47,68.64,NA,1.82813357005355
"0462019C",-1,1,1,2,3,3,9,2,34.95,29.6,1,36,41,52.439,NA,0.177570892102138
"0462020C",-1,1,1,2,5,5,10,2,61.56,35.78,1,33,36,67.61,NA,1.72319686501744
"0462021C",-1,1,1,2,3,5,7,2,NA,35.78,1,36,37,49.222,NA,-0.150178020617428
"0462022C",-1,1,1,2,3,4,10,2,38.18,34.95,1,46,46,61.744,NA,1.1255670477924
"0462024C",-1,1,1,2,4,3,6,2,34.95,53.5,1,44,44,50.178,NA,-0.0527804574965381
"0463001C",-1,1,1,2,-1,3,5,2,33.42,NA,1,37,NA,60.45,NA,0.993733944572278
"0463005C",-1,1,1,2,5,5,6,2,34.95,35.92,1,33,34,55.585,NA,0.498086303794943
"0463006C",-1,1,1,1,3,3,6,2,NA,35.63,1,38,43,43.488,NA,-0.734359638750469
"0463007C",-1,1,1,2,3,4,8,2,38.18,33.42,1,37,33,51.044,NA,0.0354478789707121
"0463011C",-1,1,1,2,7,6,8,2,63.43,35.63,1,35,36,52.199,NA,0.153119621025763
"0463012C",-1,1,1,2,5,5,11,2,38.18,39.2,1,40,40,57.505,NA,0.693696472405937
"0463014C",-1,1,1,2,5,6,10,2,34.95,33.42,1,37,43,52.71,NA,0.20518045235921
"0463016C",-1,1,1,2,3,3,9,2,33.42,38.18,1,34,43,72.189,NA,2.18970674109543
"0463017C",-1,1,1,2,-1,5,5,2,38.18,NA,1,40,NA,36.914,NA,-1.40412070565082
"0463018C",-1,1,1,2,3,5,8,2,33.42,39.18,1,34,37,53.706,NA,0.306653227326163
"0463023C",-1,1,1,2,3,7,9,2,63.43,35.63,1,38,39,69.024,NA,1.86725560377575
"0463024C",-1,1,1,2,2,3,7,2,34.95,34.95,1,34,38,46.736,NA,-0.403452436850205
"0464001C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.985,NA,0.0294369414977704
"0464003C",-1,1,1,2,5,5,8,2,53.5,35.63,1,42,44,69.613,NA,1.92726309820901
"0464005C",-1,1,1,2,3,5,6,1,NA,39.18,1,35,39,63.281,NA,1.28215706297734
"0464006C",-1,1,1,2,3,5,6,2,61.56,35.63,1,37,45,46.592,NA,-0.418123199496029
"0464009C",-1,1,1,2,3,5,7,2,35.78,33.42,1,34,45,61.956,NA,1.14716567057653
"0464010C",-1,1,1,1,4,6,4,2,35.63,35.63,1,38,35,50.737,NA,0.00417062805218393
"0464012C",-1,1,1,2,5,5,8,2,35.78,35.63,1,42,44,67.08,NA,1.66920030805712
"0464013C",-1,1,1,2,2,3,7,2,34.95,33.42,1,36,38,51.818,NA,0.114303228192019
"0464014C",-1,1,1,2,3,4,7,2,38.18,61.56,1,35,35,57.826,NA,0.726400047470587
"0464015C",-1,1,1,2,3,3,7,2,38.18,33.42,1,47,48,46.567,NA,-0.420670206899818
"0464016C",-1,1,1,2,3,3,10,2,38.18,39.2,1,47,41,49.544,NA,-0.117372565256627
"0464018C",-1,1,1,2,3,3,7,2,33.42,35.92,1,43,47,52.116,NA,0.144663556445184
"0464019C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.562,NA,-0.0136584237743394
"0464020C",-1,1,1,2,5,5,10,2,52.54,48.69,1,42,38,50.092,NA,-0.0615421629655721
"0464021C",-1,1,1,2,5,3,11,2,35.63,35.63,1,33,35,56.555,NA,0.596910191061955
"0464022C",-1,1,1,2,-1,3,4,2,57.83,NA,1,27,NA,43.878,NA,-0.694626323251361
"0464023C",-1,1,4,2,3,1,7,2,29.6,39.2,1,38,41,48.365,NA,-0.237489434419314
"0464024C",-1,1,1,2,3,3,7,2,35.78,35.78,1,41,39,52.615,NA,0.195501824224812
"0465003C",-1,1,1,1,4,3,5,2,NA,35.63,1,35,37,45.311,NA,-0.548631858866176
"0465004C",-1,1,1,1,1,3,5,2,38.18,35.63,1,40,42,36.315,NA,-1.4651470030456
"0465006C",-1,1,1,2,3,5,7,2,35.78,35.63,1,41,44,55.927,NA,0.532929365078776
"0465007C",-1,1,1,2,3,3,8,2,57.83,35.92,1,50,53,80.185,NA,3.0043415891233
"0465008C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.806,NA,0.520601849244437
"0465009C",-1,1,1,2,2,3,8,2,35.78,39.2,1,32,33,45.405,NA,-0.53905511102793
"0465010C",-1,1,1,2,3,4,9,2,38.18,33.42,1,41,41,67.51,NA,1.71300883540229
"0465012C",-1,1,1,1,6,2,5,2,34.95,34.95,1,40,51,47.224,NA,-0.353734852328244
"0465014C",-1,1,1,1,3,5,5,2,NA,35.63,1,39,39,48.325,NA,-0.241564646265377
"0465016C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.865,NA,-1.00159165555601
"0465017C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.717,NA,-1.93359260475047
"0465018C",-1,1,1,2,3,3,6,2,38.18,34.95,1,46,58,60.507,NA,0.999541121452917
"0465019C",-1,1,1,2,3,-1,5,2,NA,33.42,2,NA,38,55.333,NA,0.47241246916475
"0465020C",-1,1,1,1,-1,3,4,1,34.95,NA,1,41,NA,50.339,NA,-0.036377729816137
"0465021C",-1,1,1,2,3,5,6,2,NA,35.92,1,38,35,30.011,NA,-2.10740038998503
"0465023C",-1,1,1,2,6,5,9,2,38.18,39.18,1,32,36,52.629,NA,0.196928148370934
"0465025C",-1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.76,NA,-0.604767902045686
"0466001C",1,2,1,1,-1,3,3,2,57.83,NA,1,37,NA,58.575,NA,0.802708389288105
"0466004C",1,2,1,2,3,3,7,2,35.63,35.63,1,37,52,52.377,NA,0.171254313740741
"0466005C",1,2,1,2,3,3,12,2,38.18,39.18,1,39,42,57.233,NA,0.665985031852712
"0466006C",1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57.446,NA,0.687685534932994
"0466007C",1,2,1,2,5,6,10,2,53.5,52.54,1,42,51,57.959,NA,0.739950126858745
"0466008C",1,2,1,2,5,6,7,2,38.18,35.63,1,36,38,59.824,NA,0.929956879181402
"0466009C",1,2,1,2,3,3,10,2,38.18,39.2,1,42,42,41.255,NA,-0.9618583400569
"0466010C",1,2,1,2,-1,5,8,2,61.56,NA,2,33,NA,54.494,NA,0.386934900693592
